MLS,Status,Residential Styles,Address Number,Address Street,Zip,Map Coordinates,Community,Bedrooms Total,Baths Full,Baths Half,Estimated Square Feet,Year Built,DOMLS,List Price,Original Price,List Date Received,Sold Price,Close of Escrow Date
PTP2201645,Active,"All Other Attached, Condominium",1430,Trouville Ln,91913,,,3,2,,1372,2010,3,675000,675000,03/13/2022,,
PTP2201517,Active,"All Other Attached, Townhome",5402,Sand Arch Ln,92154,,,4,3,1,1915,2020,7,675000,675000,03/09/2022,,
NDP2202267,Pending,Detached,2015,Via Veneto,92027,,,3,2,,1233,1970,0,675000,675000,03/11/2022,,
220005699,Active,Detached,4596,71st,91942,,LA MESA,2,1,0,772,1941,4,679000,679000,03/12/2022,,
PTP2201632,Pending,"Manufactured Home, Detached",2295,Bryant,92008,,,3,2,0,1980,1987,3,679000,679000,03/12/2022,,
NDP2202220,Pending,Detached,25932,Bellemore,92065,,,4,2,,1821,1994,4,679000,679000,03/10/2022,,
220005468,Pending,All Other Attached,1745,Cripple Creek,91915,1331G1,CHULA VISTA,2,2,0,1728,2008,4,679900,679900,03/10/2022,,
PTP2107496,Active,Detached,1369,Vinca Way,92114,,,3,2,,1200,1971,19,680000,680000,11/01/2021,,
NDP2202330,Active,Detached,3656,Lindbergh,92154,,,3,2,0,989,1970,3,680000,680000,03/14/2022,,
PTP2201533,Active,Detached,853,Worthington,92114,,,3,2,,1400,1974,7,680000,680000,03/09/2022,,
NDP2202089,Pending,"All Other Attached, Condominium",18756,Caminito Pasadero,92128,,,2,2,,1095,1996,4,680000,680000,03/10/2022,,
220005269,Active,Detached,29025,Rocky,91962,1237C6,PINE VALLEY,3,2,0,1846,1977,8,685000,685000,03/08/2022,,
PTP2201509,Active,Detached,8025,Lilac,91962,,,3,2,,2000,1966,6,685000,685000,03/10/2022,,
220005587,Active,Detached,9431,Willowgrove,92071,,SANTEE,3,2,0,1500,1959,5,685000,685000,03/11/2022,,
NDP2202223,Pending,"All Other Attached, Detached",4695,Barcelona,92056,,,3,2,,1106,1984,2,685000,685000,03/11/2022,,
220005273,Pending,All Other Attached,17554,Caminito Heno,92127,1169J1,RANCHO BERNARDO,3,2,0,1517,1978,2,688000,688000,03/08/2022,,
220005553,Active,All Other Attached,2289,Caminito Pajarito,92107,,POINT LOMA,2,1,0,832,1978,4,689000,689000,03/12/2022,,
220005244,Active,Detached,8112,Brock,91945,1270H7,LEMON GROVE,3,2,0,1267,1959,8,689000,689000,03/08/2022,,
NDP2202308,Active,Detached,212,Avenida Chapala,92069,,,3,2,,1226,1972,2,689000,689000,03/14/2022,,
PTP2201662,Active,Detached,184,Deep Dell,92114,,,3,2,,1302,1986,3,689000,689000,03/14/2022,,
220005807,Active,Detached,233,Rexview,92114,1.29E+07,ENCANTO,3,1,1,1046,1964,2,689900,689900,03/14/2022,,
220005547,Active,All Other Attached,2152,Cosmo,92078,,SAN MARCOS,3,2,1,1158,2012,5,689999,689999,03/11/2022,,
220005665,Active,Detached,3470,Lindbergh,92154,1.33E+09,SAN DIEGO,3,2,0,1320,1961,5,690000,690000,03/11/2022,,
220005609,Active,Detached,523,Palmwood,92139,1290G6,PARADISE HILLS,3,2,0,1383,1967,5,695000,695000,03/11/2022,,
PTP2201540,Active,Detached,525,Welton,91911,,,4,2,,1814,1960,7,695000,695000,03/09/2022,,
220005422,Active,Detached,235,Old Oak,92114,1290G4,SAN DIEGO,3,2,0,1196,1962,6,695000,695000,03/10/2022,,
220005216,Active,Townhome,6560,Caminito Estrellado,92120,,SAN DIEGO,2,2,1,1743,1975,8,695000,695000,03/08/2022,,
PTP2201686,Active,"All Other Attached, Condominium",1560,Santa Carolina,91913,,,4,3,1,2342,2016,1,695000,695000,03/15/2022,,
PTP2201614,Active,"All Other Attached, Detached",160,Cedar Street,92021,,,2,1,1,1144,1969,5,695000,695000,03/11/2022,,
220005709,Active,Detached,2739,Three Peaks,92036,,JULIAN,4,3,1,3438,1980,4,695000,695000,03/12/2022,,
NDP2202161,Pending,Detached,462,Eldorado,92025,,,3,2,0,1362,1959,6,695000,695000,03/09/2022,,
220005240,Active,Detached,3338,Sunset,92028,,FALLBROOK,4,2,0,1585,1961,8,699000,699000,03/08/2022,,
220005588,Active,All Other Attached,2919,E,92102,,SAN DIEGO,3,2,0,1336,2006,5,699000,699000,03/11/2022,,
NDP2202243,Active,Detached,16102,Oak Springs Drive,92065,,,4,2,1,2230,1990,5,699000,699000,03/11/2022,,
PTP2201557,Active,"All Other Attached, Townhome",6230,Caminito Andreta,92111,,,3,2,,1392,1973,4,699000,699000,03/12/2022,,
220005930,Active,Townhome,6362,Caminito Juanico,92111,,SAN DIEGO,3,2,0,1392,1973,0,699000,749900,03/16/2022,,
220005873,Active,All Other Attached,11325,Affinity,92131,1209F2,SCRIPPS RANCH,3,2,0,1248,1992,1,699000,699000,03/15/2022,,
220005316,Active,Detached,4124,Bancroft,91941,,LA MESA,3,2,0,1694,1952,6,699000,699000,03/10/2022,,
220005464,Pending,All Other Attached,5655,Adobe Falls,92120,,DELCERR337,3,2,0,1433,1981,5,699000,699000,03/10/2022,,
PTP2201553,Pending,Detached,10225,Woodpark,92071,,,3,2,,1032,1970,3,699000,699000,03/10/2022,,
PTP2201549,Pending,Detached,1450,Twining,92154,,,4,2,,1250,1971,5,699000,630000,03/10/2022,,
PTP2201581,Pending,Detached,9275,Sinsonte Lane,92040,,,3,2,0,1302,1989,4,699000,699000,03/10/2022,,
220005492,Pending,Detached,609,Mustang Gln,92027,1130B2,EAST ESCONDIDO,3,2,1,1350,1988,4,699000,699000,03/10/2022,,
220005671,Pending,All Other Attached,3939,Illinois,92104,1.27E+08,NORTH PARK,2,2,0,1198,1976,4,699000,699000,03/11/2022,,
220005377,Pending,Detached,5882,Mariposa,92114,1290C6,ENCANTO,4,2,0,1720,1969,6,699000,699000,03/09/2022,,
220005666,Pending,Detached,4652,67th,92115,1.27E+06,SAN DIEGO,2,1,0,854,1940,5,699000,699000,03/11/2022,,
220005444,Active,Detached,1108,Bobolink,92083,,SAN DIEGO,3,2,0,1122,1957,6,699900,699900,03/10/2022,,
220005442,Pending,All Other Attached,9619,West Canyon,92123,,SERRA MESA,2,2,0,1169,2000,4,699900,699900,03/10/2022,,
PTP2201576,Active,"All Other Attached, Condominium",7067,Camino Revueltos,92111,,,3,2,,1271,1988,6,699999,699999,03/10/2022,,
NDP2202188,Pending,Detached,1146,Hackamore,92083,,,3,2,,1132,1959,5,699999,699999,03/10/2022,,
220005789,Active,Detached,753,Carnation,92028,1027G4,UNKNOWN999,2,1,0,1352,1981,2,700000,700000,03/14/2022,,
220005835,Active,All Other Attached,640,Camino De La Reina,92108,,MISSION VALLEY,3,2,0,1279,1995,1,700000,700000,03/15/2022,,
220005943,Active,Detached,800,Avenida De Benito Juarez,92083,1087G5,VISTACEVDC,5,2,1,3420,1931,0,700000,700000,03/16/2022,,
PTP2201689,Active,"All Other Attached, Detached",1754,Bramblewood St,91913,,,3,2,1,1640,2000,1,700000,700000,03/15/2022,,
SW22046539,Pending,Detached,2514,Royal Saint James,92019,,,3,3,,1439,1986,1,700000,700000,03/09/2022,,
PTP2201510,Pending,Detached,1436,Pearl,92027,,,3,1,,1120,1973,0,700000,700000,03/08/2022,,
220005268,Pending,Detached,142,Paseo Marguerita,92084,1087G2,VISTA,3,2,0,1286,1988,7,700000,700000,03/09/2022,,
220005614,Pending,Townhome,9920,Scripps Vista,92131,1209F2,SCRIPPS RANCH,2,2,1,1216,1992,4,700000,700000,03/11/2022,,
220005754,Active,Townhome,4123,Palomar,92057,,OCEANSIDE,3,2,1,1432,2019,2,710000,710000,03/14/2022,,
EV22047799,Pending,"All Other Attached, Condominium",325,Paddle,92071,,,3,1,0,1384,2022,4,712210,707210,03/10/2022,,
220005293,Pending,Detached,10627,Caminito Chueco,92126,1209D4,MIRA MESA,2,2,0,1090,1973,6,715000,625000,03/10/2022,,
220005629,Sold,Detached,1124,4th,92025,,SOUTHEAST ESCONDIDO,4,3,0,1747,1922,0,719000,719000,03/11/2022,719000,03/10/2022
PTP2201578,Active,Detached,948,Piccard,92154,,,4,2,,1734,1968,6,724900,724900,03/10/2022,,
NDP2202115,Pending,"Manufactured Home, Detached",8975,Lawrence Welk,92026,,,3,2,0,2636,2011,6,724900,724900,03/08/2022,,
PTP2201507,Active,"All Other Attached, Detached",2396,Donnington,92139,,,4,2,1,1771,1981,8,725000,725000,03/08/2022,,
NDP2202131,Active,"Townhome, Detached",17452,Ashburton,92128,,,3,2,1,1599,1981,7,725000,725000,03/09/2022,,
220005436,Active,Detached,704,Cedar,92021,,EL CAJON,4,2,0,1648,1960,6,725000,725000,03/10/2022,,
NDP2202344,Active,"All Other Attached, Condominium",2404,Altisma,92009,,,2,2,,1620,1975,1,725000,725000,03/15/2022,,
NDP2202272,Active,Detached,619,Starstone Dr,92078,,,4,2,,1290,1974,3,725000,725000,03/13/2022,,
NDP2202352,Active,Detached,202,Santa Clara,92083,,,3,2,,1120,1957,1,725000,725000,03/15/2022,,
220005639,Active,Detached,5375,Churchward,92114,,SAN DIEGO,4,2,0,1116,1953,5,725000,725000,03/11/2022,,
220005330,Pending,All Other Attached,1251,Elfin Forest,92078,1128D6,SAN MARCOS,2,2,1,1480,2004,6,725000,670000,03/09/2022,,
NDP2202288,Active,Detached,131,Ransom Hill,92065,,,3,1,1,1246,1946,4,725800,725800,03/12/2022,,
PTP2201546,Active,"All Other Attached, Condominium",1636,Via Caminar,92078,,,2,2,,1204,1989,7,729000,729000,03/09/2022,,
220005732,Active,All Other Attached,4525,Cove,92008,,CARLSBAD WEST,1,1,1,1128,1986,3,729000,729000,03/13/2022,,
220005562,Active,All Other Attached,7244,Camino Degrazia,92111,,SAN DIEGO,3,2,0,1172,1988,5,729000,729000,03/11/2022,,
220005325,Active,All Other Attached,3774,Keating,92110,1268H6,SAN DIEGO,2,1,1,1050,1981,7,729000,729000,03/09/2022,,
220005446,Active,All Other Attached,12061,World Trade,92128,,CARMEL MOUNTAIN RANCH,2,2,0,1076,1996,6,729000,729000,03/10/2022,,
220005697,Active,Detached,15646,Vista Vicente,92065,,RAMONA,3,2,0,2192,1990,4,729000,729000,03/12/2022,,
220005493,Pending,All Other Attached,4103,Asher,92110,,OLD TOWN,2,2,0,1468,1986,4,729000,729000,03/10/2022,,
NDP2202231,Pending,"All Other Attached, Condominium",1598,Caminito Aguar,92078,,,3,2,,1339,1990,4,729800,729800,03/11/2022,,
220005476,Active,Detached,238,D,92065,,RAMONA,3,2,0,1600,2016,6,730000,730000,03/10/2022,,
220005954,Active,Detached,1725,El Prado,91945,,LEMON GROVE,3,2,0,1460,1959,0,730000,730000,03/16/2022,,
220005782,Sold,Townhome,5482,Rebolla,92124,,TIERRASANTA,3,2,1,1584,1979,0,730000,730000,03/14/2022,730000,03/14/2022
220005485,Active,Detached,414,Catarina,92004,,BORREGO SPRINGS,3,2,1,2837,1992,1,735000,735000,03/15/2022,,
220005491,Active,All Other Attached,1450,Claude,91913,1311F7,UNKNOWN999,3,2,1,1360,2006,6,735000,735000,03/10/2022,,
OC22049171,Active,"All Other Attached, Condominium",11077,Catarina,92128,,,2,2,,956,2006,5,735000,735000,03/11/2022,,
220005751,Active,Detached,9613,E. Hartland,92071,,SANTEE,3,2,0,1092,1960,3,735000,735000,03/13/2022,,
PTP2201654,Active,Detached,940,Passion,92065,,,4,2,,1739,2022,2,739000,739000,03/14/2022,,
PTP2201644,Active,Detached,994,Barrett,91911,,,3,1,1,1810,1955,2,739000,739000,03/14/2022,,
220005427,Active,Detached,851,Misty Meadow,91910,1311B6,CHULA VISTA,3,2,0,1784,1977,6,739000,739000,03/10/2022,,
220005375,Pending,Townhome,3684,Marlesta,92111,,CLAIREMONT,2,2,1,1470,1987,0,744000,744000,03/09/2022,,
220005518,Active,Detached,13222,Standish,92064,,POWAY,3,1,0,958,1961,6,745000,745000,03/10/2022,,
220005291,Active,All Other Attached,235,Quince,92103,1269A7,MISSION HILLS,2,2,0,1218,1983,7,745000,745000,03/09/2022,,
220005902,Active,Detached,16321,Oakley,92065,1173C3,RAMONA,3,2,0,1892,1988,1,749000,749000,03/15/2022,,
NDP2202373,Active,Detached,7574,Saranac,91942,,,1,1,,1020,1942,1,749000,749000,03/15/2022,,
220005677,Active,Detached,637,Richland,92069,1109B6,SANMARSNMA,3,2,0,1785,1961,1,749000,749000,03/15/2022,,
220005346,Active,Detached,16646,San Salvador,92128,,RANCHO BERNARDO,2,2,0,1450,1968,7,749000,749000,03/09/2022,,
NDP2202184,Active,Detached,2139,Hemlock,92154,,,3,2,,1524,1958,6,749000,749000,03/10/2022,,
220005595,Active,Detached,1814,Lavender,91913,,CHULA VISTA,3,3,1,1822,2008,5,749000,749000,03/11/2022,,
220005227,Active,Detached,7812,Orien,91941,1270H4,LA MESA,4,2,0,1444,1956,9,749000,749000,03/07/2022,,
NDP2202264,Active,Detached,1010,Highway 78,92065,,,3,2,,1680,1978,5,749800,749800,03/11/2022,,
220005655,Active,Detached,2341,La Cresta,92021,1252D3,EL CAJON,4,3,0,2654,1979,5,749900,749900,03/11/2022,,
NDP2202211,Active,Detached,9427,Leticia,92071,,,3,2,,1302,1973,6,749900,749900,03/10/2022,,
220005667,Active,Detached,11623,Rio Fondo,92040,1231H3,LAKESIDELK,3,2,0,1295,1977,5,749990,749990,03/11/2022,,
NDP2202318,Active,"All Other Attached, Townhome",812,Ada,91911,,,3,3,,1636,2019,2,750000,750000,03/14/2022,,
220005689,Active,Detached,9037,Bubbling Wells,92040,1232D6,LAKESIDELK,3,2,0,1798,1961,3,750000,750000,03/13/2022,,
PTP2201586,Active,Detached,778,Arroyo Seco,92114,,,4,3,,1672,1984,4,750000,750000,03/15/2022,,
220005574,Active,Detached,1252,Washington,92019,,EL CAJON,4,1,0,1084,1952,5,750000,750000,03/11/2022,,
220005348,Pending,Detached,9477,Emerald Grove,92040,1231J5,LAKESIDE,2,2,0,1524,1960,5,750000,750000,03/10/2022,,
220005650,Active,Detached,4151,Aragon,92115,,COLLEGE GROVE,3,1,1,1076,1961,5,755000,755000,03/11/2022,,
220005405,Active,All Other Attached,478,Prosperity,92069,1109A6,SAN MARCOS,3,3,0,1851,2016,6,759000,759000,03/10/2022,,
220005296,Pending,Townhome,993,Pearleaf,92078,,SAN MARCOS,3,2,1,1554,2004,5,759000,759000,03/09/2022,,
220005338,Pending,Townhome,10541,Caminito Basswood,92131,1209G5,SAN DIEGO,3,2,1,1540,1973,7,759900,759900,03/09/2022,,
220005318,Active,Townhome,7280,Caminito Carlotta,92120,,VISTACEVDC,2,2,1,1856,1974,7,760000,760000,03/09/2022,,
220005263,Pending,All Other Attached,1514,7th,92101,1289B2,DOWNTOWN,2,2,0,1118,1982,8,760000,679900,03/08/2022,,
220005313,Pending,Detached,8730,Elden,91942,1251A7,LA MESA,2,1,0,861,1953,1,764000,734000,03/09/2022,,
220005433,Active,Detached,256,Via Cassandra,92028,,FALLBROOK,4,2,0,1800,1982,6,765000,765000,03/10/2022,,
EV22047830,Pending,"All Other Attached, Condominium",312,Paddle,92071,,,3,1,1,1548,2022,5,768270,768270,03/10/2022,,
220005229,Active,Detached,4910,Dalehaven,92105,1290A1,UNKNOWN999,3,2,0,1296,1960,8,770000,770000,03/08/2022,,
220005921,Active,Detached,1146,Florence,91932,1349H1,IMPERIAL BEACH,3,2,0,1250,1970,0,774900,774900,03/16/2022,,
220005426,Active,All Other Attached,2610,Torrey Pines,92037,1227J5,LA JOLLA,2,2,0,1160,1966,6,774900,774900,03/10/2022,,
220005631,Active,All Other Attached,1804,Mckee,92110,,MISSION HILLS,2,2,1,1430,1982,5,775000,775000,03/11/2022,,
220005459,Active,Detached,8015,Woodpecker,92071,1230H7,SANTEE,3,2,0,1068,1964,6,775000,775000,03/10/2022,,
220005530,Pending,Detached,27204,Shiloh,92082,,VALLEY CENTER,3,2,0,1873,2004,3,775000,775000,03/10/2022,,
NDP2202191,Pending,"All Other Attached, Townhome",7087,Estrella De Mar,92009,,,2,2,,1372,1966,2,775000,775000,03/12/2022,,
NDP2202164,Pending,"All Other Attached, Townhome",3705,Balboa Ter,92117,,,2,2,1,1205,1982,1,775000,775000,03/09/2022,,
PTP2201606,Pending,Detached,9146,Hillman Way,92040,,,3,2,,1610,1960,3,775000,720000,03/11/2022,,
PTP2201558,Pending,Detached,6462,Parkside Ave,92139,,,4,2,,1885,1961,5,775000,679900,03/10/2022,,
220005302,Pending,Detached,1400,Little Lake,91913,11F7,CHULA VISTA,4,2,1,1664,2004,5,779000,779000,03/09/2022,,
220005354,Pending,All Other Attached,7860,Via Belfiore,92129,1189A4,TORREY HIGHLANDS,2,2,1,1432,2003,2,779800,779800,03/09/2022,,
PTP2201643,Active,Detached,1872,Loyola,91913,,,3,2,,1230,1972,2,780000,780000,03/14/2022,,
220005780,Active,Detached,1639,Applegate,91913,,CHULA VISTA,4,3,0,1798,2001,2,780000,780000,03/14/2022,,
220005219,Active,Detached,35742,Asturian,92028,,FALLBROOK,3,2,1,1799,2018,2,780000,780000,03/14/2022,,
220005862,Active,Detached,7825,Deborah,91945,,LEMON GROVE,3,2,0,1556,1958,1,785000,785000,03/15/2022,,
220005777,Active,Detached,1487,Signal,92154,1350A2,SAN DIEGO,4,2,0,1491,1961,2,785000,785000,03/14/2022,,
220005246,Pending,Detached,483,Minot,91910,1310C6,CHULA VISTA,4,3,0,2156,1960,5,785000,785000,03/08/2022,,
220005511,Active,Detached,10320,Rancho,91941,,MOUNT HELIX,3,3,0,1832,1955,6,788000,788000,03/10/2022,,
PTP2201621,Active,Detached,1601,Doncarol,92019,,,3,2,0,1548,1961,4,789000,789000,03/12/2022,,
220005415,Pending,Detached,10447,Susie,92071,,SANTEE,3,2,0,1404,1970,5,789000,789000,03/10/2022,,
ND22047791,Active,Detached,3469,Lake Park Ave,92028,,,4,3,,2149,2000,6,789900,789900,03/10/2022,,
220005792,Active,Detached,914,16th,92154,1329J7,UNKNOWN999,3,2,0,1118,1958,2,790000,790000,03/14/2022,,
220005365,Pending,Detached,9476,Terrywood,92071,1231B4,SANTEE,4,2,0,1518,1960,5,790000,790000,03/09/2022,,
220005925,Active,All Other Attached,6871,Carnation,92011,,CARLSBAD WEST,2,2,0,1263,1986,0,795000,795000,03/16/2022,,
220005487,Active,Townhome,9940,Scripps Vista,92131,1209F2,UNKNOWN999,2,2,1,1116,1992,6,795000,795000,03/10/2022,,
PTP2201506,Active,Detached,719,Brookins Ln,92083,,,3,2,,1547,1979,8,795000,795000,03/08/2022,,
PTP2201695,Active,Detached,1326,Roselawn,91950,,,4,2,0,1332,1950,0,795876,795876,03/16/2022,,
NDP2202362,Active,Detached,1870,David,92111,,,2,2,0,1452,1950,1,798000,798000,03/15/2022,,
PTP2201693,Active,Detached,2501,Agave Flats,91915,,,3,2,1,1448,2001,0,799000,799000,03/16/2022,,
PTP2201618,Active,Detached,564,Rivera,91911,,,4,2,1,1981,1976,6,799000,799000,03/11/2022,,
NDP2202309,Active,Detached,23796,Moonglow Ct,92065,,,3,2,1,2163,1988,2,799000,799000,03/14/2022,,
220005756,Active,Detached,10621,Keith,92071,,SANTEE,5,3,0,2100,1974,2,799000,799000,03/14/2022,,
NDP2202256,Active,"Detached, Condominium",329,Cobalt Dr,92083,,,4,3,0,1847,2012,5,799000,799000,03/11/2022,,
PTP2201583,Active,Detached,4221,Vista,91941,,,4,2,,2060,1952,6,799000,799000,03/10/2022,,
220005326,Active,Detached,769,Highland,92027,,SOUTHEAST ESCONDIDO,4,2,0,1610,1971,7,799000,799000,03/09/2022,,
220005352,Pending,Detached,1525,Enfield,91977,1290J2,SPRING VALLEY,4,2,0,1495,1960,5,799000,799000,03/09/2022,,
220005437,Pending,Detached,13046,Neddick,92064,,POWAY,3,1,0,1008,1963,5,799000,799000,03/10/2022,,
220005281,Pending,All Other Attached,1687,Avery,92078,1128D7,SAN MARCOS,2,2,0,1454,2003,5,799000,699000,03/09/2022,,
NDP2202141,Pending,Detached,5166,Mariner Drive,92154,,,3,2,1,1923,2004,3,799000,799000,03/09/2022,,
220005696,Pending,Detached,11195,Avenida Del Gato,92126,1209B2,MIRA MESA,4,2,0,1627,1972,4,799000,799000,03/12/2022,,
220005381,Pending,All Other Attached,6584,Corte La Paz,92009,,LA COSTA,3,2,1,1501,1985,6,799000,799000,03/09/2022,,
220005904,Pending,Detached,7454,Batista,92111,1249A3,LINDA VISTA,4,2,0,1212,1959,0,799000,799000,03/15/2022,,
220005283,Active,Townhome,1575,Fortaleza,92081,1107H4,VISTA,3,3,1,1743,2019,6,799900,799900,03/10/2022,,
220005932,Active,All Other Attached,10725,Wexford,92131,1189H7,SCRIPPS RANCH,2,2,1,1387,2000,0,799900,799900,03/16/2022,,
220005687,Active,Detached,1459,Laurel,91911,1330H3,CHULA VISTA,3,2,0,1323,1970,2,800000,800000,03/14/2022,,
220005255,Active,Detached,7818,Orien,91941,1270H4,LA MESA,3,2,0,1184,1957,8,800000,800000,03/08/2022,,
220005759,Active,Detached,624,Diamond,91911,1330H1,CHULA VISTA,4,2,1,2140,1990,2,800000,800000,03/14/2022,,
PTP2201550,Pending,Detached,1399,Bluebird St,92020,,,3,2,,1550,1959,5,800000,699900,03/10/2022,,
PTP2201579,Sold,Detached,19,Evans,92102,,,2,1,,2000,2018,0,800000,800000,03/10/2022,800000,03/10/2022
220005936,Active,All Other Attached,11945,Tivoli Park,92128,,SAN DIEGO,3,2,1,1496,1994,0,809900,809900,03/16/2022,,
220005403,Pending,All Other Attached,4029,Carmel View,92130,1188A7,CARMEL VALLEY,2,1,0,886,1989,4,815000,650000,03/10/2022,,
220005813,Active,Detached,5551,Churchward,92114,4B,SKYLINSKYL,6,3,1,2384,1956,2,817000,817000,03/14/2022,,
220005447,Pending,Townhome,16963,New Rochelle,92127,,RANCHO BERNARDO,2,2,1,1484,2006,5,824900,824900,03/10/2022,,
220005565,Active,Detached,1663,Pepper,92021,,EL CAJON,3,2,0,1740,1972,5,825000,825000,03/11/2022,,
220005537,Active,All Other Attached,11940,Black Mountain,92129,,RANCHO PENASQUITOS,3,2,1,1714,1991,1,825000,825000,03/15/2022,,
220005297,Active,Detached,744,Roca,91910,1310H7,CHULA VISTA,4,2,1,2143,1979,2,825000,825000,03/14/2022,,
NDP2202266,Active,"All Other Attached, Condominium",7319,Calle De Fuentes,92009,,,2,2,,1409,1987,5,825000,825000,03/11/2022,,
NDP2202139,Pending,Detached,645,Mcgavran,92081,,,4,1,,2377,1976,4,825000,825000,03/09/2022,,
PTP2201666,Active,"All Other Attached, Condominium",2310,Caminito Mira,92107,,,3,2,1,1434,1973,1,829000,829000,03/15/2022,,
220005951,Active,Detached,10854,Fury,91941,1271G4,RANCHO SAN DIEGO,4,2,1,2000,1971,0,829000,829000,03/16/2022,,
220005250,Pending,Detached,1767,Avenida Vista Labera,92056,1087C4,OCEANSIDE,3,2,1,1432,1988,8,829000,829000,03/08/2022,,
PTP2201602,Active,Detached,1432,Cornwall,91977,,,4,2,,1352,1960,5,830000,830000,03/11/2022,,
220005866,Active,All Other Attached,4018,Nobel,92122,,LA JOLLA,2,2,0,1203,1983,1,830000,830000,03/15/2022,,
PTP2201617,Active,Detached,902,Maria,91911,,,3,2,,1392,1959,5,835000,835000,03/11/2022,,
220005764,Active,Detached,2067,Midvale,92105,1289G1,SAN DIEGO,3,2,0,1582,1958,1,839000,839000,03/15/2022,,
NDP2202216,Active,Detached,1746,Silver Fox,92083,,,4,2,,1848,1991,6,839000,839000,03/10/2022,,
NDP2202159,Active,Detached,3169,Carr,92056,,,3,1,,1440,1977,7,839900,839900,03/09/2022,,
220005262,Pending,Detached,2256,Annadale,91915,1311G6,CHULA VISTA,5,2,1,1887,1998,6,844500,844500,03/08/2022,,
NDP2202163,Active,"All Other Attached, Condominium",999,Pacific,92054,,,1,1,,760,1981,7,847000,847000,03/09/2022,,
NDP2202158,Active,Detached,1625,Wesley,92081,,,4,2,0,1778,1994,7,849000,849000,03/09/2022,,
NDP2202255,Active,Detached,23401,Calistoga,92065,,,4,3,1,3551,2003,5,849000,849000,03/11/2022,,
220005785,Active,All Other Attached,4944,Cass,92109,1247H5,PACIFIC BEACH,2,2,0,1100,1973,2,849000,849000,03/14/2022,,
PTP2201589,Active,"All Other Attached, Condominium",1441,9th,92101,,,2,2,,1251,2008,5,849000,849000,03/11/2022,,
220005470,Pending,Detached,8020,Calico,92126,1209B4,MIRA MESA,2,2,0,1008,1974,5,849000,849000,03/10/2022,,
220005299,Pending,Detached,507,Avenida Verde,92069,1.11E+08,SAN MARCOS,3,2,1,1696,1990,6,849000,849000,03/09/2022,,
PTP2201601,Active,Detached,5705,Jackson,91942,,,3,2,,1308,1957,5,849900,849900,03/11/2022,,
IV22048087,Active,Detached,10252,Santana,92071,,,3,2,,1537,1970,6,849900,849900,03/10/2022,,
