MLS,Status,Rental Residential Styles,Address Number,Address Street,Zip,Bedrooms Total,Baths Full,Baths Half,Estimated Square Feet,Levels,Year Built,Listing Type,Price Reflects,DOMLS,List Price,Original Price,List Date Received,Rented Price,Close of Escrow Date
NDP2200706,Active,Detached,661,Solana Glen Ct,92075,4,2,1,2357,2 Story,1970,Exclusive Right To Lease,,51,6250,6995,01/24/2022,,
220003547,Rented,Detached,14729,Espola,92064,4,3,0,2261,1 Story,2000,Exclusive Agency (A),Monthly,10,6250,6250,02/17/2022,6250,02/27/2022
220001004,Rented,Townhome,215,2nd,92024,2,2,1,1867,3 Story,2009,Exclusive Right (R),Monthly,44,6250,6250,01/17/2022,6350,03/04/2022
220004484,Active,Detached,1373,Crest,92014,1,2,0,1500,2 Story,1990,Exclusive Agency (A),Monthly,17,6400,6800,02/27/2022,,
NDP2201662,Active,Detached,6960,Waite Dr,91941,5,3,,2403,1 Story,2015,Exclusive Right To Lease,,20,6450,6450,02/24/2022,,
220005830,Active,Twinhome,1841,Montgomery,92007,3,2,1,2506,2 Story,1988,Exclusive Right (R),Monthly,2,6500,6500,03/14/2022,,
220001139,Active,Detached,7668,Mcgonigle,92130,4,4,1,3670,2 Story,2003,Exclusive Agency (A),Monthly,56,6500,6500,01/19/2022,,
220000549,Active,Detached,2613,Cabrillo,92008,3,2,1,1691,2 Story,1994,Exclusive Right (R),Monthly,64,6500,6500,01/11/2022,,
PTP2200259,Active,All Other Attached,848,D,92118,3,2,,1031,1 Story,1960,Exclusive Right To Lease,,63,6500,6500,01/12/2022,,
PTP2200213,Active,All Other Attached,1099,1st,92118,2,2,1,1841,1 Story,1987,Exclusive Right To Lease,,65,6500,6500,01/10/2022,,
PTP2200210,Active,All Other Attached,709,C,92118,3,2,0,1500,1 Story,2017,,,65,6500,6500,01/10/2022,,
NDP2202365,Active,Detached,3255,Lower Ridge,92130,4,3,,3071,2 Story,1984,Exclusive Right To Lease,,1,6500,6500,03/15/2022,,
220005861,Active,Detached,3745,Vista Pointe,91902,6,5,1,5000,2 Story,2007,Exclusive Right (R),Monthly,1,6500,6500,03/15/2022,,
220000210,Active,Detached,7747,Herschel,92037,2,2,0,800,1 Story,1930,Exclusive Right (R),Monthly,69,6500,6500,01/06/2022,,
NDP2201394,Active,All Other Attached,123,Edgeburt,92024,3,2,1,2007,3 Story,2022,Exclusive Right To Lease,,28,6500,7500,02/16/2022,,
220003987,Active,All Other Attached,700,E,92101,2,2,0,1370,Other/Remarks,2007,Exclusive Agency (A),Monthly,22,6500,6500,02/22/2022,,
220005277,Active,Detached,11368,Cadence Grove,92130,4,2,1,2197,2 Story,2007,Exclusive Agency (A),Monthly,8,6500,6500,03/08/2022,,
220002621,Pending,Detached,8535,Nottingham,92037,4,3,0,2612,1 Story,1966,Exclusive Right (R),Monthly,5,6500,6500,02/05/2022,,
210033637,Pending,Townhome,13044,Caminito Mar Villa,92014,3,2,1,1688,2 Story,1974,Exclusive Right (R),Monthly,22,6500,6500,12/20/2021,,
210033997,Rented,Detached,12899,Flintwood,92130,5,3,0,2673,2 Story,2005,Exclusive Agency (A),Monthly,8,6500,6500,12/30/2021,6500,01/07/2022
220002571,Rented,Detached,7556,Pepita,92037,3,2,1,2186,2 Story,1985,Exclusive Right (R),Monthly,13,6500,6500,02/04/2022,6500,02/20/2022
220001795,Rented,All Other Attached,736,F,92118,3,3,0,1651,2 Story,1985,Exclusive Agency (A),Monthly,19,6500,6500,01/27/2022,6500,02/15/2022
220001359,Rented,Detached,2929,Butterfly,91914,6,5,0,4242,2 Story,2013,Exclusive Agency (A),Monthly,26,6000,6000,01/21/2022,6500,02/16/2022
220000163,Rented,All Other Attached,322,Prospect,92037,2,2,0,1220,1 Story,1982,Exclusive Right (R),Monthly,7,5700,5700,01/05/2022,6500,01/12/2022
210033250,Rented,Detached,5122,Edgeworth,92109,5,3,0,2750,2 Story,1970,Exclusive Agency (A),Monthly,22,6500,5500,12/13/2021,6500,01/10/2022
220003462,Rented,Detached,1121,Virginia,92037,2,1,0,801,1 Story,1942,Exclusive Right (R),Monthly,21,6500,6500,02/16/2022,6500,03/14/2022
220003061,Rented,Detached,8878,Nottingham,92037,5,3,1,3230,2 Story,1960,Exclusive Right (R),Monthly,11,6500,6500,02/11/2022,6500,02/22/2022
220000434,Rented,Detached,5037,Maynard,92122,5,2,1,2702,2 Story,1983,Exclusive Right (R),Monthly,8,5500,5500,01/09/2022,6500,01/17/2022
220002405,Pending,Detached,513,Park,92024,5,3,0,4159,2 Story,2003,Exclusive Right (R),Monthly,39,6599,6599,02/03/2022,,
210033413,Rented,Townhome,5753,Caminito Empresa,92037,4,2,1,2576,2 Story,1985,Exclusive Agency (A),Monthly,13,6600,6600,12/16/2021,6600,01/05/2022
NDP2201885,Active,Detached,393,Highland Oaks,92028,5,5,,4726,2 Story,2004,Exclusive Right To Lease,,14,6650,6650,03/02/2022,,
NDP2113677,Active,Detached,128,Roper,92024,4,2,,2160,1 Story,1978,Exclusive Right To Lease,,76,6700,6700,12/30/2021,,
220005502,Active,Detached,2247,Corte Cicuta,92009,5,3,0,2950,2 Story,1998,Exclusive Agency (A),Monthly,6,6700,6700,03/10/2022,,
NDP2201806,Active,Detached,421,Cedros Ave,92075,3,3,1,2142,2 Story,2005,Exclusive Right To Lease,,16,6750,6750,02/28/2022,,
220000075,Rented,All Other Attached,325,7th,92101,2,2,0,1500,1 Story,2007,Exclusive Agency (A),Monthly,51,6750,6500,01/04/2022,6750,02/24/2022
220005336,Active,All Other Attached,190,Del Mar Shores Tce,92075,1,1,0,849,1 Story,1977,Exclusive Agency (A),Monthly,7,6800,6800,03/09/2022,,
NDP2201296,Active,All Other Attached,713,Dewitt,92024,3,2,,1650,Split Level,1978,Exclusive Right To Lease,,32,6800,6750,02/12/2022,,
220002875,Rented,Detached,7052,Whitewater,92011,4,2,1,2044,2 Story,2002,Exclusive Right (R),Monthly,15,6800,6800,02/09/2022,6800,02/24/2022
220003370,Active,All Other Attached,888,E,92101,2,2,0,1602,1 Story,2018,Exclusive Right (R),Monthly,29,6850,6850,02/15/2022,,
NDP2202273,Active,Detached,3218,Fosca St.,92009,4,2,,2624,2 Story,1979,Exclusive Right To Lease,,4,6850,6850,03/12/2022,,
220004672,Active,Townhome,1307,Caminito Floreo,92037,3,2,1,2621,Split Level,2006,Exclusive Right (R),Monthly,15,6900,6900,03/01/2022,,
220005242,Active,Apartment,1000,Genter,92037,3,2,1,2532,1 Story,2004,Exclusive Right (R),Monthly,8,6900,6900,03/08/2022,,
NDP2200697,Pending,Detached,2406,La Macarena,92009,4,3,,3200,2 Story,1987,Exclusive Right To Lease,,11,6900,6900,01/23/2022,,
NDP2202222,Pending,Detached,7057,Leeward,92011,4,3,,2387,2 Story,2002,Exclusive Right To Lease,,1,6900,6900,03/10/2022,,
220002008,Rented,Detached,2310,Cordero,92014,6,3,0,4800,2 Story,1972,Exclusive Right (R),Monthly,0,6900,6900,01/29/2022,6900,01/29/2022
220001979,Rented,Detached,2310,Cordero,92014,6,3,0,4800,2 Story,1972,Exclusive Right (R),Monthly,0,6900,6900,01/28/2022,6900,01/28/2022
220001434,Active,Detached,13596,Orchard Gate,92064,5,3,1,3989,1 Story,1977,Exclusive Right (R),Monthly,54,6950,6950,01/21/2022,,
220001960,Rented,All Other Attached,888,E,92101,2,2,0,1391,1 Story,2018,Exclusive Right (R),Monthly,18,6950,6950,01/28/2022,6950,02/16/2022
220004747,Rented,All Other Attached,1388,Kettner,92101,2,2,0,1402,1 Story,2019,Exclusive Right (R),Monthly,9,6950,6950,03/02/2022,6950,03/15/2022
210034157,Rented,Townhome,90,Coast Highway 101,92024,2,2,1,2234,3 Story,2009,Exclusive Right (R),Monthly,29,6950,6950,01/03/2022,6950,02/01/2022
220000267,Rented,Detached,3915,Shasta,92109,4,3,0,1736,2 Story,2020,Exclusive Agency (A),Monthly,8,6950,6950,01/06/2022,6950,01/28/2022
NDP2200511,Active,All Other Attached,2677,State,92008,2,2,1,1700,Split Level,2022,Exclusive Right To Lease,,57,6975,6975,01/18/2022,,
210033428,Rented,All Other Attached,5430,La Jolla,92037,2,2,0,1884,1 Story,2005,Exclusive Right (R),Monthly,8,6995,6995,12/16/2021,6995,01/05/2022
NDP2202388,Active,Detached,13419,Red Oak Way,92130,5,4,1,3190,2 Story,2017,Exclusive Right To Lease,,0,7000,7000,03/16/2022,,
220005117,Active,All Other Attached,1205,Pacific,92101,3,2,0,1684,1 Story,2005,Exclusive Right (R),Monthly,10,7000,7000,03/06/2022,,
DW22012705,Active,All Other Attached,578,Laguna,92008,3,3,,1641,3 Story,2021,Exclusive Right To Lease,,54,7000,7000,01/21/2022,,
SW22026722,Active,Detached,6342,Paseo Descanso,92009,5,4,,3622,2 Story,2002,Exclusive Right To Lease,,34,7000,7500,02/10/2022,,
PTP2200207,Active,Detached,1033,Encino Row,92118,3,2,1,1800,1 Story,1930,Exclusive Right To Lease,,65,7000,7000,01/10/2022,,
220003850,Rented,Townhome,858,Del Mar Downs,92075,2,2,1,2028,2 Story,1991,Exclusive Right (R),Monthly,9,7000,7000,02/20/2022,7000,03/02/2022
210032571,Rented,All Other Attached,5842,Soledad Mtn,92037,4,3,0,2459,1 Story,1966,Exclusive Right (R),Monthly,4,7000,7500,12/02/2021,7000,12/06/2021
220000840,Rented,Townhome,858,Del Mar Downs,92075,2,2,1,2028,2 Story,1991,Exclusive Right (R),Monthly,8,7000,7000,01/14/2022,7075,01/23/2022
NDP2202313,Active,All Other Attached,238,Dolphin Cove,92014,2,2,,1308,1 Story,1975,Exclusive Right To Lease,,2,7200,7200,03/14/2022,,
220005156,Active,All Other Attached,1562,Camino Del Mar,92014,1,2,0,876,1 Story,1978,Exclusive Right (R),Monthly,9,7200,7200,03/07/2022,,
220003388,Active,All Other Attached,888,E,92101,2,2,0,1602,1 Story,2018,Exclusive Agency (A),Monthly,29,7250,7250,02/15/2022,,
220000073,Rented,All Other Attached,165,6th,92101,2,2,1,1584,1 Story,2004,Exclusive Agency (A),Monthly,51,7250,6500,01/04/2022,7250,02/24/2022
220005860,Active,Detached,344,Surrey,91902,7,6,1,5568,2 Story,1990,Exclusive Right (R),Monthly,1,7300,7000,03/15/2022,,
220001239,Rented,Townhome,706,Silver,92037,5,3,0,2525,3 Story,2018,Exclusive Right (R),Monthly,23,7300,7300,01/20/2022,7300,02/12/2022
220004570,Active,All Other Attached,5430,La Jolla,92037,3,2,0,1827,1 Story,2005,Exclusive Agency (A),Monthly,16,7500,7500,02/28/2022,,
210032815,Active,Townhome,7530,Draper,92037,3,3,1,2185,3 Story,2007,Exclusive Right (R),Monthly,100,7500,8400,12/06/2021,,
210033669,Active,All Other Attached,700,E,92101,2,2,0,993,1 Story,2008,Exclusive Agency (A),Monthly,86,7500,8500,12/20/2021,,
NDP2202145,Active,Detached,8110,Santaluz Village Green,92127,3,3,0,2180,1 Story,2003,Exclusive Right To Lease,,7,7500,7500,03/09/2022,,
NDP2200028,Active,Detached,8134,8134 Santaluz Village Green N.,92127,3,3,,2248,1 Story,2003,Exclusive Right To Lease,,73,7500,8500,01/02/2022,,
220003986,Active,Detached,6645,Curlew,92011,4,3,0,2100,1 Story,1997,Exclusive Right (R),Monthly,22,7500,7500,02/22/2022,,
220004688,Rented,Detached,9480,Poole,92037,4,2,0,1278,1 Story,1951,Exclusive Agency (A),Monthly,12,7500,7500,03/01/2022,7500,03/13/2022
220000148,Rented,Apartment,305,Prospect,92037,2,2,0,1204,1 Story,1974,Exclusive Right (R),Monthly,54,6500,7500,01/05/2022,7500,02/28/2022
210032677,Rented,Detached,6645,Curlew,92011,4,3,0,2100,1 Story,1997,Exclusive Right (R),Monthly,4,7500,7500,12/03/2021,7500,12/07/2021
NDP2202310,Active,Detached,5020,Manor Ridge,92130,5,3,1,3094,2 Story,1999,Exclusive Right To Lease,,2,7700,7700,03/14/2022,,
210033699,Active,Detached,1656,Bahia Vista,92037,3,2,0,2843,1 Story,1962,Exclusive Right (R),Monthly,85,7900,9100,12/21/2021,,
210033980,Rented,Detached,2145,Manchester,92007,4,3,1,2600,3 Story,2006,Exclusive Right (R),Monthly,15,7900,7900,12/30/2021,7900,01/14/2022
NDP2200685,Active,Detached,5262,Vickie,92109,4,3,0,2224,2 Story,1966,Exclusive Right To Lease,,53,7950,8450,01/22/2022,,
220002153,Rented,Detached,14790,Caminito Porta Delgada,92014,4,3,1,3022,2 Story,1989,Exclusive Right (R),Monthly,35,7950,8400,01/31/2022,7950,03/09/2022
PTP2201340,Active,Detached,5322,Soledad Mountain,92109,5,3,,2325,2 Story,1972,Exclusive Right To Lease,,15,7999,7999,03/01/2022,,
220002851,Active,Detached,1095,Klish,92014,3,2,0,1575,1 Story,1957,Exclusive Right (R),Monthly,35,8000,8000,02/09/2022,,
NDP2201739,Active,Detached,3451,Camino Alegre,92009,4,4,0,3208,2 Story,1998,Exclusive Right To Lease,,19,8000,8000,02/25/2022,,
220003952,Active,All Other Attached,1814,Ocean Front,92014,3,2,0,1650,1 Story,1974,Exclusive Right (R),Weekly,22,8000,8000,02/22/2022,,
NDP2201862,Active,All Other Attached,7555,Delfina,92127,4,3,,3022,2 Story,2003,Exclusive Right To Lease,,15,8000,8000,03/01/2022,,
220005397,Active,All Other Attached,800,The Mark,92101,3,2,1,2000,1 Story,2007,Exclusive Agency (A),Monthly,7,8000,8000,03/09/2022,,
220005145,Active,Detached,5252,Caminito Providencia,92067,3,2,1,2564,2 Story,1986,Exclusive Right (R),Monthly,9,8000,8000,03/07/2022,,
NDP2201861,Pending,Detached,7539,Circulo Sequoia,92009,5,3,1,3743,2 Story,2005,Exclusive Right To Lease,,3,8000,8000,03/01/2022,,
220004620,Rented,Detached,13989,Crystal Grove,92130,5,4,1,5032,2 Story,2002,Exclusive Right (R),Monthly,9,8000,8000,03/01/2022,8000,03/10/2022
210032420,Rented,Detached,8144,La Jolla Shores,92037,3,2,0,1600,1 Story,1945,Exclusive Agency (A),Monthly,37,9000,9000,12/01/2021,8000,01/10/2022
220003596,Rented,All Other Attached,828,Prospect,92037,2,2,1,1989,1 Story,2020,Exclusive Right (R),Monthly,16,8000,7450,02/17/2022,8000,03/05/2022
220002199,Rented,Detached,6224,Paseo Delicias,92067,3,2,0,2388,1 Story,1972,Exclusive Right (R),Monthly,6,7800,7800,02/01/2022,8000,02/07/2022
IV22031166,Active,Detached,7957,Paseo Esmerado,92009,5,4,1,5309,2 Story,2000,Exclusive Right To Lease,,28,8100,8100,02/16/2022,,
210033939,Active,Detached,918,D,92118,4,3,1,2717,4 Story,2008,Exclusive Agency (A),Monthly,77,8200,20000,12/29/2021,,
220005086,Active,Detached,10323,Rue Finisterre,92131,5,4,0,3707,2 Story,2005,Exclusive Agency (A),Monthly,11,8200,8200,03/05/2022,,
220001141,Rented,Detached,5818,Saratoga Corte,92067,3,3,1,3454,2 Story,1990,Exclusive Right (R),Monthly,13,8250,8250,01/19/2022,8250,02/01/2022
210032924,Active,Detached,10750,Heather Ridge,92130,4,3,1,3505,2 Story,2009,Exclusive Agency (A),Monthly,43,8495,6495,12/08/2021,,
NDP2201840,Active,All Other Attached,605,Bonair Place,92037,3,2,1,1941,"2 Story, Split Level",1989,Exclusive Right To Lease,,15,8500,8500,03/01/2022,,
NDP2202095,Active,All Other Attached,611,Stratford,92014,1,2,0,1200,1 Story,2012,Exclusive Right To Lease,,8,8500,8500,03/08/2022,,
NDP2201564,Active,All Other Attached,2260,Del Mar Scenic,92014,2,2,,1655,3 Story,1975,Exclusive Right To Lease,,22,8500,8500,02/22/2022,,
220002013,Rented,Detached,250,Redwood,92008,3,2,0,1981,1 Story,1982,Exclusive Agency (A),Monthly,16,8500,8500,01/29/2022,8500,02/14/2022
210033245,Rented,Detached,1681,Paseo Bonita,92037,4,3,0,2533,1 Story,1980,Exclusive Right (R),Monthly,77,8500,9000,12/13/2021,8500,02/28/2022
220002991,Rented,Detached,363,Colby Point,91914,5,4,1,5953,2 Story,2008,Exclusive Agency (A),Monthly,11,8500,8500,02/10/2022,8700,02/25/2022
PTP2201368,Active,Detached,2727,Carriagedale,92037,4,3,1,2939,Split Level,1997,,,14,8750,8750,03/02/2022,,
220002986,Rented,Twinhome,354,Kolmar,92037,3,2,1,1904,2 Story,2002,Exclusive Right (R),Monthly,0,8750,8750,02/10/2022,8750,02/10/2022
220005676,Active,Detached,8865,Robin Hood,92037,3,2,0,1859,1 Story,1959,Exclusive Right (R),Monthly,5,8900,8900,03/11/2022,,
220003980,Active,Detached,111,La Veta,92024,4,2,1,2452,2 Story,2000,Exclusive Right (R),Monthly,22,8995,8995,02/22/2022,,
220003200,Rented,Detached,7567,Delfina,92127,4,4,0,3300,2 Story,2002,Exclusive Agency (A),Monthly,16,8495,8495,02/12/2022,8995,03/02/2022
220002229,Active,All Other Attached,1219,Coast,92037,2,2,0,1115,1 Story,1964,Exclusive Right (R),Monthly,43,9000,12000,02/01/2022,,
210033729,Rented,Detached,2330,Calle Corta,92037,3,4,0,2086,1 Story,1952,Exclusive Right (R),Monthly,14,9000,9000,12/22/2021,9000,01/05/2022
220004904,Active,Detached,13125,Winstanley,92130,5,4,1,3708,2 Story,2000,Exclusive Right (R),Monthly,13,9200,9200,03/03/2022,,
210032426,Rented,Detached,8552,La Jolla Shores,92037,4,3,0,2455,1 Story,1977,Exclusive Right (R),Monthly,89,9200,9500,12/01/2021,9200,03/05/2022
210033741,Rented,Detached,7851,Hillside,92037,4,4,0,2400,1 Story,1949,Exclusive Right (R),Monthly,20,9500,9500,12/22/2021,9500,01/11/2022
210033425,Rented,Detached,2041,Oxford,92007,4,4,0,1826,1 Story,1975,Exclusive Right (R),Monthly,47,9500,9500,12/16/2021,9500,02/01/2022
220004056,Active,All Other Attached,888,E,92101,2,2,0,1556,1 Story,2018,Exclusive Right (R),Monthly,22,9950,10500,02/22/2022,,
220004631,Active,Apartment,1830,Avenida Del Mundo,92118,2,2,0,1165,1 Story,1974,Exclusive Right (R),Seasonal,15,10000,10000,03/01/2022,,
220005743,Active,Detached,127,7th,92014,3,2,0,1500,1 Story,1948,Exclusive Right (R),Monthly,3,10000,10000,03/13/2022,,
NDP2202124,Active,All Other Attached,2677,State,92008,2,2,1,2495,Split Level,2022,Exclusive Right To Lease,,7,10695,10695,03/09/2022,,
NDP2200246,Active,All Other Attached,2677,State,92008,2,2,1,2495,Split Level,2022,Exclusive Right To Lease,,65,10695,9975,01/10/2022,,
210034110,Rented,Detached,5730,Meadows Del Mar,92130,6,4,1,5562,2 Story,2001,Exclusive Right (R),Monthly,55,11800,11800,01/02/2022,11000,03/14/2022
220001698,Active,Detached,145,13th,92014,4,2,1,1876,2 Story,1939,Exclusive Right (R),Monthly,49,11500,13000,01/26/2022,,
220005104,Active,Detached,2580,Via Barletta,92037,5,3,1,2862,1 Story,1990,Exclusive Right (R),Monthly,11,11900,11900,03/05/2022,,
220002202,Active,All Other Attached,329,Bonair,92037,3,3,0,1438,2 Story,1988,Exclusive Right (R),Monthly,43,12000,12000,02/01/2022,,
210033964,Active,Detached,746,G,92118,4,2,0,1195,2 Story,2005,Exclusive Right (R),Seasonal,77,12000,12000,12/29/2021,,
NDP2202247,Active,Detached,307,Rosemont,92037,4,1,1,2080,2 Story,1946,Exclusive Right To Lease,,5,12000,12000,03/11/2022,,
NDP2201096,Active,All Other Attached,2057,Coast,92014,3,2,,1776,Split Level,1994,Exclusive Right To Lease,,38,12000,20000,02/06/2022,,
220001452,Active,Detached,1434,La Jolla Knoll,92037,3,3,2,4643,2 Story,1928,Exclusive Agency (A),Monthly,53,12000,12000,01/22/2022,,
PTP2200658,Active,All Other Attached,1020,1st Street,92118,5,3,1,2170,3 Story,2005,Exclusive Right To Lease,,47,12000,12000,01/28/2022,,
220005731,Active,All Other Attached,12875,Caminito Del Canto,92014,2,2,0,1590,2 Story,1980,Exclusive Right (R),Monthly,3,12000,12000,03/13/2022,,
210032679,Rented,Detached,602,Glenmont,92075,4,3,1,2703,1 Story,2007,Exclusive Right (R),Monthly,10,12000,12000,12/03/2021,12000,12/15/2021
220003974,Rented,All Other Attached,1562,Camino Del Mar,92014,1,2,0,876,1 Story,1978,Exclusive Right (R),Monthly,17,12000,7200,02/22/2022,12000,03/11/2022
220000194,Active,Detached,7745,Herschel,92037,4,3,0,1800,1 Story,1950,Exclusive Right (R),Monthly,69,12500,12500,01/06/2022,,
220001288,Rented,Detached,6350,Calle Del Campanario,92067,7,5,1,5494,2 Story,1986,Exclusive Right (R),Monthly,12,12800,12800,01/20/2022,12800,02/01/2022
220003713,Active,Detached,822,1st,92118,6,4,0,3672,2 Story,1901,Exclusive Right (R),Monthly,26,14000,14000,02/18/2022,,
220004069,Active,Detached,5432,Candlelight,92037,5,3,0,3100,1 Story,2003,Exclusive Agency (A),Monthly,21,14000,14000,02/23/2022,,
210032862,Active,Detached,1333,Dellcrest,92037,3,3,0,2290,1 Story,1955,Exclusive Right (R),Monthly,99,14000,14000,12/07/2021,,
220001895,Rented,Detached,8330,Prestwick,92037,4,3,0,2276,1 Story,1961,Exclusive Right (R),Monthly,11,12900,16000,01/28/2022,14000,02/08/2022
220004386,Rented,Detached,13613,Mar Scenic,92014,4,3,1,2287,3 Story,2000,Exclusive Right (R),Monthly,14,14000,14000,02/25/2022,14000,03/13/2022
220003859,Active,Detached,17532,Los Eucaliptos,92067,4,3,1,4012,1 Story,1985,Exclusive Agency (A),Monthly,24,15000,15000,02/20/2022,,
210032376,Active,Detached,3587,Normandy,92056,5,3,0,2455,2 Story,1980,Exclusive Right (R),Monthly,105,15000,7000,12/01/2021,,
220005096,Active,Detached,1310,Inspiration,92037,5,4,2,4200,2 Story,1978,Exclusive Agency (A),Monthly,11,15000,15000,03/05/2022,,
220004138,Active,All Other Attached,233,Helix,92075,3,2,0,1425,1 Story,1978,Exclusive Agency (A),Monthly,21,15000,15000,02/23/2022,,
210032377,Active,Detached,2164,Rosecrans,92106,4,4,0,2168,2 Story,1936,Exclusive Right (R),Weekly,105,15000,15000,12/01/2021,,
220000468,Rented,Detached,226,Stratford Park,92014,4,4,0,3247,2 Story,1987,Exclusive Right (R),Monthly,13,15000,15000,01/10/2022,15000,01/23/2022
210034164,Rented,Detached,5734,Dolphin,92037,3,3,1,2556,2 Story,1998,Exclusive Right (R),Monthly,40,15000,17500,01/03/2022,15000,03/01/2022
220003098,Rented,Detached,1594,Crespo,92037,4,3,1,3294,3 Story,1980,Exclusive Agency (A),Monthly,17,16000,16000,02/11/2022,16000,02/28/2022
220001709,Active,Detached,15779,El Camino Real,92067,8,5,1,6596,2 Story,1984,Exclusive Right (R),Monthly,49,17500,17500,01/26/2022,,
210033968,Active,Townhome,120,C,92118,2,2,0,1850,1 Story,2007,Exclusive Right (R),Monthly,77,17500,17500,12/29/2021,,
210032375,Active,All Other Attached,1730,Avenida Del Mundo,92118,2,2,0,1267,1 Story,1972,Exclusive Right (R),Monthly,105,19000,13000,12/01/2021,,
220004737,Active,Detached,15876,The River,92067,6,6,1,9143,2 Story,2006,Exclusive Right (R),Monthly,14,19000,19000,03/02/2022,,
220002597,Active,Detached,7274,Via Capri,92037,4,3,1,2700,1 Story,1976,Exclusive Right (R),Monthly,39,19995,19995,02/05/2022,,
220004980,Active,Detached,16210,Via Cazadero,92067,5,6,1,7718,Other/Remarks,2000,Exclusive Right (R),Monthly,12,20000,20000,03/04/2022,,
220005239,Active,Detached,154,9th,92014,4,2,1,2100,3 Story,1980,Exclusive Right (R),Monthly,8,20000,20000,03/08/2022,,
220005248,Active,Detached,7016,Via Guadalupe,92067,4,3,0,4527,1 Story,1980,Exclusive Agency (A),Monthly,8,20000,20000,03/08/2022,,
210034072,Rented,Detached,16567,Road To Utopia,92127,4,4,1,5578,1 Story,2012,Exclusive Right (R),Monthly,28,22000,22000,01/01/2022,20000,01/29/2022
210033132,Rented,Detached,5325,Sweetwater Trails,92130,5,5,1,4225,2 Story,2019,Exclusive Agency (A),Monthly,85,20000,20000,12/10/2021,20000,03/05/2022
220004469,Active,Detached,7337,Olivetas,92037,4,4,0,2786,2 Story,1989,Exclusive Agency (A),Monthly,17,21000,21000,02/27/2022,,
220003102,Active,Townhome,702,7th,92118,4,3,1,2448,3 Story,2015,Exclusive Agency (A),Monthly,33,22000,22000,02/11/2022,,
220005458,Active,Detached,2160,Oxford,92007,3,2,1,3945,3 Story,2004,Exclusive Right (R),Monthly,6,22000,22000,03/10/2022,,
220003099,Active,All Other Attached,704,7th,92118,4,3,1,2448,2 Story,2015,Exclusive Agency (A),Monthly,33,22000,22000,02/11/2022,,
220000771,Active,Detached,2060,Balboa,92014,4,3,0,2420,3 Story,1976,Exclusive Right (R),Monthly,62,22000,22000,01/13/2022,,
210033453,Rented,Detached,403,Pacific,92075,3,3,0,2849,2 Story,1967,Exclusive Right (R),Monthly,19,25000,25000,12/16/2021,22000,01/07/2022
NDP2113622,Active,Detached,5445,Calzada Del Bosque,92067,6,4,1,5670,2 Story,1991,Exclusive Right To Lease,,79,25000,25000,12/30/2021,,
220004430,Active,Detached,7583,Saint Andrews,92067,6,6,2,6925,2 Story,1991,Exclusive Right (R),Monthly,18,25000,25000,02/26/2022,,
220001087,Active,Townhome,1220,First,92118,4,3,0,2520,2 Story,2005,Exclusive Agency (A),Monthly,57,25000,25000,01/18/2022,,
220003981,Active,Detached,3335,Caminito Daniella,92014,5,5,1,4536,2 Story,1998,Exclusive Right (R),Monthly,22,27500,27500,02/22/2022,,
220001983,Active,Detached,7345,Melodia,92011,4,5,1,3492,2 Story,1998,Exclusive Agency (A),Monthly,47,27500,27500,01/28/2022,,
220002849,Active,Detached,253,26th,92014,3,2,1,1550,1 Story,1958,Exclusive Right (R),Monthly,35,30000,30000,02/09/2022,,
220005119,Active,Detached,730,Alameda,92118,5,5,0,4337,2 Story,2009,Exclusive Right (R),Monthly,10,30000,30000,03/06/2022,,
220004136,Active,Detached,3057,Caminito Sagunto,92014,5,3,0,3100,2 Story,1987,Exclusive Right (R),Seasonal,21,30000,30000,02/23/2022,,
220005744,Active,Detached,251,23rd,92014,5,3,0,1850,2 Story,2003,Exclusive Right (R),Monthly,3,30000,30000,03/13/2022,,
220001574,Active,Detached,123,11th,92014,3,2,1,2757,3 Story,2009,Exclusive Right (R),Monthly,51,30000,30000,01/24/2022,,
220000360,Active,Detached,3515,Union,92103,4,3,1,4600,2 Story,2003,Exclusive Agency (A),Monthly,68,32000,32000,01/07/2022,,
210033916,Rented,Detached,5552,Via Callado,92037,5,5,1,4213,2 Story,2016,Exclusive Agency (A),Monthly,8,32000,32000,12/28/2021,32000,01/05/2022
220003734,Active,Detached,248,E,92118,6,6,1,5784,3 Story,2011,Exclusive Agency (A),Monthly,26,35000,35000,02/18/2022,,
220003735,Active,Detached,248,E,92118,6,6,1,5784,3 Story,2011,Exclusive Agency (A),Monthly,26,35000,35000,02/18/2022,,
NDP2113500,Active,Detached,5680,Dolphin Place,92037,3,3,1,2000,1 Story,2016,Exclusive Right To Lease,,89,38000,38000,12/17/2021,,
NDP2201251,Active,Detached,6372,Las Colinas,92067,8,9,1,11325,1 Story,2002,Exclusive Right To Lease,,34,40000,40000,02/10/2022,,
220003267,Active,Detached,6571,Mimulus,92067,6,5,1,5718,1 Story,1966,Exclusive Right (R),Monthly,30,40000,40000,02/14/2022,,
NDP2202107,Active,Detached,6841,Poco Lago,92067,5,6,1,7916,2 Story,2000,Exclusive Right To Lease,,4,40000,40000,03/12/2022,,
220000882,Active,Detached,1711,Colgate,92037,6,8,0,7551,2 Story,2015,Exclusive Agency (A),Monthly,61,45000,45000,01/14/2022,,
